#t x y z vx vy vz
4.64 402.75 -44.44 184.75 38.87 -55.26 -14.44
4.64 402.79 -44.50 184.73 38.83 -55.26 -14.45
4.64 402.83 -44.55 184.72 38.80 -55.26 -14.47
4.64 402.87 -44.61 184.70 38.77 -55.25 -14.48
4.64 402.91 -44.66 184.69 38.73 -55.25 -14.50
4.65 402.95 -44.72 184.67 38.70 -55.25 -14.51
4.65 402.98 -44.77 184.66 38.67 -55.24 -14.53
4.65 403.02 -44.83 184.64 38.63 -55.24 -14.54
4.65 403.06 -44.88 184.63 38.60 -55.23 -14.56
4.65 403.10 -44.94 184.62 38.57 -55.23 -14.58
4.65 403.14 -44.99 184.60 38.54 -55.23 -14.59
4.65 403.18 -45.05 184.59 38.50 -55.22 -14.61
4.65 403.22 -45.10 184.57 38.47 -55.22 -14.62
4.65 403.25 -45.16 184.56 38.44 -55.22 -14.64
4.65 403.29 -45.21 184.54 38.40 -55.21 -14.65
4.66 403.33 -45.27 184.53 38.37 -55.21 -14.67
4.66 403.37 -45.32 184.51 38.34 -55.20 -14.68
4.66 403.41 -45.38 184.50 38.30 -55.20 -14.70
4.66 403.45 -45.44 184.48 38.27 -55.20 -14.71
4.66 403.48 -45.49 184.47 38.24 -55.19 -14.73
4.66 403.52 -45.55 184.45 38.20 -55.19 -14.74
4.66 403.56 -45.60 184.44 38.17 -55.19 -14.76
4.66 403.60 -45.66 184.42 38.14 -55.18 -14.77
4.66 403.64 -45.71 184.41 38.10 -55.18 -14.79
4.66 403.67 -45.77 184.39 38.07 -55.17 -14.80
4.67 403.71 -45.82 184.38 38.04 -55.17 -14.82
4.67 403.75 -45.88 184.37 38.01 -55.17 -14.83
4.67 403.79 -45.93 184.35 37.97 -55.16 -14.85
4.67 403.83 -45.99 184.34 37.94 -55.16 -14.86
4.67 403.86 -46.04 184.32 37.91 -55.16 -14.88
4.67 403.90 -46.10 184.31 37.87 -55.15 -14.89
4.67 403.94 -46.15 184.29 37.84 -55.15 -14.91
4.67 403.98 -46.21 184.28 37.81 -55.14 -14.92
4.67 404.02 -46.26 184.26 37.77 -55.14 -14.94
4.67 404.05 -46.32 184.25 37.74 -55.14 -14.95
4.68 404.09 -46.37 184.23 37.71 -55.13 -14.97
4.68 404.13 -46.43 184.22 37.67 -55.13 -14.98
4.68 404.17 -46.48 184.20 37.64 -55.13 -15.00
4.68 404.20 -46.54 184.19 37.61 -55.12 -15.01
4.68 404.24 -46.59 184.17 37.58 -55.12 -15.03
4.68 404.28 -46.65 184.16 37.54 -55.11 -15.04
4.68 404.32 -46.70 184.14 37.51 -55.11 -15.06
4.68 404.35 -46.76 184.13 37.48 -55.11 -15.07
4.68 404.39 -46.81 184.11 37.44 -55.10 -15.09
4.68 404.43 -46.87 184.10 37.41 -55.10 -15.10
4.69 404.47 -46.92 184.08 37.38 -55.10 -15.12
4.69 404.50 -46.98 184.07 37.34 -55.09 -15.14
4.69 404.54 -47.03 184.05 37.31 -55.09 -15.15
4.69 404.58 -47.09 184.04 37.28 -55.08 -15.17
4.69 404.62 -47.14 184.02 37.25 -55.08 -15.18
4.69 404.65 -47.20 184.01 37.21 -55.08 -15.20
4.69 404.69 -47.25 183.99 37.18 -55.07 -15.21
4.69 404.73 -47.31 183.97 37.15 -55.07 -15.23
4.69 404.76 -47.36 183.96 37.11 -55.06 -15.24
4.69 404.80 -47.42 183.94 37.08 -55.06 -15.26
4.70 404.84 -47.48 183.93 37.05 -55.06 -15.27
4.70 404.88 -47.53 183.91 37.01 -55.05 -15.29
4.70 404.91 -47.59 183.90 36.98 -55.05 -15.30
4.70 404.95 -47.64 183.88 36.95 -55.05 -15.32
4.70 404.99 -47.70 183.87 36.92 -55.04 -15.33
4.70 405.02 -47.75 183.85 36.88 -55.04 -15.35
4.70 405.06 -47.81 183.84 36.85 -55.03 -15.36
4.70 405.10 -47.86 183.82 36.82 -55.03 -15.38
4.70 405.13 -47.92 183.81 36.78 -55.03 -15.39
4.70 405.17 -47.97 183.79 36.75 -55.02 -15.41
4.71 405.21 -48.03 183.78 36.72 -55.02 -15.42
4.71 405.24 -48.08 183.76 36.69 -55.01 -15.44
4.71 405.28 -48.14 183.74 36.65 -55.01 -15.45
4.71 405.32 -48.19 183.73 36.62 -55.01 -15.47
4.71 405.35 -48.25 183.71 36.59 -55.00 -15.48
4.71 405.39 -48.30 183.70 36.55 -55.00 -15.49
4.71 405.43 -48.36 183.68 36.52 -54.99 -15.51
4.71 405.46 -48.41 183.67 36.49 -54.99 -15.52
4.71 405.50 -48.47 183.65 36.45 -54.99 -15.54
4.71 405.54 -48.52 183.64 36.42 -54.98 -15.55
4.72 405.57 -48.58 183.62 36.39 -54.98 -15.57
4.72 405.61 -48.63 183.60 36.36 -54.97 -15.58
4.72 405.65 -48.69 183.59 36.32 -54.97 -15.60
4.72 405.68 -48.74 183.57 36.29 -54.97 -15.61
4.72 405.72 -48.80 183.56 36.26 -54.96 -15.63
4.72 405.75 -48.85 183.54 36.22 -54.96 -15.64
4.72 405.79 -48.91 183.53 36.19 -54.96 -15.66
4.72 405.83 -48.96 183.51 36.16 -54.95 -15.67
4.72 405.86 -49.02 183.50 36.13 -54.95 -15.69
4.72 405.90 -49.07 183.48 36.09 -54.94 -15.70
4.73 405.94 -49.12 183.46 36.06 -54.94 -15.72
4.73 405.97 -49.18 183.45 36.03 -54.94 -15.73
4.73 406.01 -49.23 183.43 35.99 -54.93 -15.75
4.73 406.04 -49.29 183.42 35.96 -54.93 -15.76
4.73 406.08 -49.34 183.40 35.93 -54.92 -15.78
4.73 406.12 -49.40 183.39 35.90 -54.92 -15.79
4.73 406.15 -49.45 183.37 35.86 -54.92 -15.81
4.73 406.19 -49.51 183.35 35.83 -54.91 -15.82
4.73 406.22 -49.56 183.34 35.80 -54.91 -15.84
4.73 406.26 -49.62 183.32 35.76 -54.90 -15.85
4.74 406.29 -49.67 183.31 35.73 -54.90 -15.87
4.74 406.33 -49.73 183.29 35.70 -54.90 -15.88
4.74 406.37 -49.78 183.27 35.67 -54.89 -15.90
4.74 406.40 -49.84 183.26 35.63 -54.89 -15.91
4.74 406.44 -49.89 183.24 35.60 -54.88 -15.93
4.74 406.47 -49.95 183.23 35.57 -54.88 -15.94
4.74 406.51 -50.00 183.21 35.53 -54.88 -15.96
4.74 406.54 -50.06 183.19 35.50 -54.87 -15.97
4.74 406.58 -50.11 183.18 35.47 -54.87 -15.99
4.74 406.61 -50.17 183.16 35.44 -54.86 -16.00
4.75 406.65 -50.22 183.15 35.40 -54.86 -16.02
4.75 406.69 -50.28 183.13 35.37 -54.85 -16.03
4.75 406.72 -50.33 183.11 35.34 -54.85 -16.04
4.75 406.76 -50.39 183.10 35.31 -54.85 -16.06
4.75 406.79 -50.44 183.08 35.27 -54.84 -16.07
4.75 406.83 -50.50 183.07 35.24 -54.84 -16.09
4.75 406.86 -50.55 183.05 35.21 -54.83 -16.10
4.75 406.90 -50.61 183.03 35.17 -54.83 -16.12
4.75 406.93 -50.66 183.02 35.14 -54.83 -16.13
4.75 406.97 -50.72 183.00 35.11 -54.82 -16.15
4.76 407.00 -50.77 182.99 35.08 -54.82 -16.16
4.76 407.04 -50.83 182.97 35.04 -54.81 -16.18
4.76 407.07 -50.88 182.95 35.01 -54.81 -16.19
4.76 407.11 -50.94 182.94 34.98 -54.81 -16.21
4.76 407.14 -50.99 182.92 34.95 -54.80 -16.22
4.76 407.18 -51.05 182.90 34.91 -54.80 -16.24
4.76 407.21 -51.10 182.89 34.88 -54.79 -16.25
4.76 407.25 -51.15 182.87 34.85 -54.79 -16.27
4.76 407.28 -51.21 182.86 34.81 -54.79 -16.28
4.76 407.32 -51.26 182.84 34.78 -54.78 -16.30
4.77 407.35 -51.32 182.82 34.75 -54.78 -16.31
4.77 407.39 -51.37 182.81 34.72 -54.77 -16.33
4.77 407.42 -51.43 182.79 34.68 -54.77 -16.34
4.77 407.46 -51.48 182.77 34.65 -54.76 -16.35
4.77 407.49 -51.54 182.76 34.62 -54.76 -16.37
4.77 407.53 -51.59 182.74 34.59 -54.76 -16.38
4.77 407.56 -51.65 182.73 34.55 -54.75 -16.40
4.77 407.59 -51.70 182.71 34.52 -54.75 -16.41
4.77 407.63 -51.76 182.69 34.49 -54.74 -16.43
4.77 407.66 -51.81 182.68 34.45 -54.74 -16.44
4.78 407.70 -51.87 182.66 34.42 -54.74 -16.46
4.78 407.73 -51.92 182.64 34.39 -54.73 -16.47
4.78 407.77 -51.98 182.63 34.36 -54.73 -16.49
4.78 407.80 -52.03 182.61 34.32 -54.72 -16.50
4.78 407.84 -52.09 182.59 34.29 -54.72 -16.52
4.78 407.87 -52.14 182.58 34.26 -54.71 -16.53
4.78 407.90 -52.20 182.56 34.23 -54.71 -16.55
4.78 407.94 -52.25 182.54 34.19 -54.71 -16.56
4.78 407.97 -52.30 182.53 34.16 -54.70 -16.57
4.78 408.01 -52.36 182.51 34.13 -54.70 -16.59
4.79 408.04 -52.41 182.49 34.10 -54.69 -16.60
4.79 408.07 -52.47 182.48 34.06 -54.69 -16.62
4.79 408.11 -52.52 182.46 34.03 -54.69 -16.63
4.79 408.14 -52.58 182.44 34.00 -54.68 -16.65
4.79 408.18 -52.63 182.43 33.96 -54.68 -16.66
4.79 408.21 -52.69 182.41 33.93 -54.67 -16.68
4.79 408.24 -52.74 182.39 33.90 -54.67 -16.69
4.79 408.28 -52.80 182.38 33.87 -54.66 -16.71
4.79 408.31 -52.85 182.36 33.83 -54.66 -16.72
4.79 408.35 -52.91 182.34 33.80 -54.66 -16.74
4.80 408.38 -52.96 182.33 33.77 -54.65 -16.75
4.80 408.41 -53.02 182.31 33.74 -54.65 -16.76
4.80 408.45 -53.07 182.29 33.70 -54.64 -16.78
4.80 408.48 -53.12 182.28 33.67 -54.64 -16.79
4.80 408.51 -53.18 182.26 33.64 -54.63 -16.81
4.80 408.55 -53.23 182.24 33.61 -54.63 -16.82
4.80 408.58 -53.29 182.23 33.57 -54.63 -16.84
4.80 408.62 -53.34 182.21 33.54 -54.62 -16.85
4.80 408.65 -53.40 182.19 33.51 -54.62 -16.87
4.80 408.68 -53.45 182.18 33.48 -54.61 -16.88
4.81 408.72 -53.51 182.16 33.44 -54.61 -16.90
4.81 408.75 -53.56 182.14 33.41 -54.61 -16.91
4.81 408.78 -53.62 182.13 33.38 -54.60 -16.92
4.81 408.82 -53.67 182.11 33.35 -54.60 -16.94
4.81 408.85 -53.73 182.09 33.31 -54.59 -16.95
4.81 408.88 -53.78 182.07 33.28 -54.59 -16.97
4.81 408.92 -53.83 182.06 33.25 -54.58 -16.98
4.81 408.95 -53.89 182.04 33.21 -54.58 -17.00
4.81 408.98 -53.94 182.02 33.18 -54.58 -17.01
4.81 409.02 -54.00 182.01 33.15 -54.57 -17.03
4.82 409.05 -54.05 181.99 33.12 -54.57 -17.04
4.82 409.08 -54.11 181.97 33.08 -54.56 -17.06
4.82 409.11 -54.16 181.96 33.05 -54.56 -17.07
4.82 409.15 -54.22 181.94 33.02 -54.55 -17.08
4.82 409.18 -54.27 181.92 32.99 -54.55 -17.10
4.82 409.21 -54.33 181.90 32.95 -54.55 -17.11
4.82 409.25 -54.38 181.89 32.92 -54.54 -17.13
4.82 409.28 -54.43 181.87 32.89 -54.54 -17.14
4.82 409.31 -54.49 181.85 32.86 -54.53 -17.16
4.82 409.35 -54.54 181.84 32.82 -54.53 -17.17
4.83 409.38 -54.60 181.82 32.79 -54.52 -17.19
4.83 409.41 -54.65 181.80 32.76 -54.52 -17.20
4.83 409.44 -54.71 181.78 32.73 -54.51 -17.21
4.83 409.48 -54.76 181.77 32.69 -54.51 -17.23
4.83 409.51 -54.82 181.75 32.66 -54.51 -17.24
4.83 409.54 -54.87 181.73 32.63 -54.50 -17.26
4.83 409.57 -54.93 181.72 32.60 -54.50 -17.27
4.83 409.61 -54.98 181.70 32.56 -54.49 -17.29
4.83 409.64 -55.03 181.68 32.53 -54.49 -17.30
4.83 409.67 -55.09 181.66 32.50 -54.48 -17.32
4.84 409.70 -55.14 181.65 32.47 -54.48 -17.33
4.84 409.74 -55.20 181.63 32.43 -54.48 -17.34
4.84 409.77 -55.25 181.61 32.40 -54.47 -17.36
4.84 409.80 -55.31 181.59 32.37 -54.47 -17.37
4.84 409.83 -55.36 181.58 32.34 -54.46 -17.39
4.84 409.87 -55.42 181.56 32.30 -54.46 -17.40
4.84 409.90 -55.47 181.54 32.27 -54.45 -17.42
4.84 409.93 -55.52 181.52 32.24 -54.45 -17.43
4.84 409.96 -55.58 181.51 32.21 -54.44 -17.45
4.84 410.00 -55.63 181.49 32.17 -54.44 -17.46
4.85 410.03 -55.69 181.47 32.14 -54.44 -17.47
4.85 410.06 -55.74 181.45 32.11 -54.43 -17.49
4.85 410.09 -55.80 181.44 32.08 -54.43 -17.50
4.85 410.12 -55.85 181.42 32.05 -54.42 -17.52
4.85 410.16 -55.91 181.40 32.01 -54.42 -17.53
4.85 410.19 -55.96 181.38 31.98 -54.41 -17.55
4.85 410.22 -56.01 181.37 31.95 -54.41 -17.56
4.85 410.25 -56.07 181.35 31.92 -54.41 -17.58
4.85 410.28 -56.12 181.33 31.88 -54.40 -17.59
4.85 410.32 -56.18 181.31 31.85 -54.40 -17.60
4.86 410.35 -56.23 181.30 31.82 -54.39 -17.62
4.86 410.38 -56.29 181.28 31.79 -54.39 -17.63
4.86 410.41 -56.34 181.26 31.75 -54.38 -17.65
4.86 410.44 -56.40 181.24 31.72 -54.38 -17.66
4.86 410.47 -56.45 181.23 31.69 -54.37 -17.68
4.86 410.51 -56.50 181.21 31.66 -54.37 -17.69
4.86 410.54 -56.56 181.19 31.62 -54.37 -17.70
4.86 410.57 -56.61 181.17 31.59 -54.36 -17.72
4.86 410.60 -56.67 181.15 31.56 -54.36 -17.73
4.86 410.63 -56.72 181.14 31.53 -54.35 -17.75
4.87 410.66 -56.78 181.12 31.49 -54.35 -17.76
4.87 410.70 -56.83 181.10 31.46 -54.34 -17.78
4.87 410.73 -56.88 181.08 31.43 -54.34 -17.79
4.87 410.76 -56.94 181.07 31.40 -54.33 -17.80
4.87 410.79 -56.99 181.05 31.36 -54.33 -17.82
4.87 410.82 -57.05 181.03 31.33 -54.32 -17.83
4.87 410.85 -57.10 181.01 31.30 -54.32 -17.85
4.87 410.88 -57.16 180.99 31.27 -54.32 -17.86
4.87 410.91 -57.21 180.98 31.24 -54.31 -17.88
4.87 410.95 -57.26 180.96 31.20 -54.31 -17.89
4.88 410.98 -57.32 180.94 31.17 -54.30 -17.90
4.88 411.01 -57.37 180.92 31.14 -54.30 -17.92
4.88 411.04 -57.43 180.91 31.11 -54.29 -17.93
4.88 411.07 -57.48 180.89 31.07 -54.29 -17.95
4.88 411.10 -57.54 180.87 31.04 -54.28 -17.96
4.88 411.13 -57.59 180.85 31.01 -54.28 -17.98
4.88 411.16 -57.64 180.83 30.98 -54.28 -17.99
4.88 411.19 -57.70 180.82 30.94 -54.27 -18.00
4.88 411.23 -57.75 180.80 30.91 -54.27 -18.02
4.88 411.26 -57.81 180.78 30.88 -54.26 -18.03
4.89 411.29 -57.86 180.76 30.85 -54.26 -18.05
4.89 411.32 -57.92 180.74 30.81 -54.25 -18.06
4.89 411.35 -57.97 180.73 30.78 -54.25 -18.08
4.89 411.38 -58.02 180.71 30.75 -54.24 -18.09
4.89 411.41 -58.08 180.69 30.72 -54.24 -18.10
4.89 411.44 -58.13 180.67 30.69 -54.23 -18.12
4.89 411.47 -58.19 180.65 30.65 -54.23 -18.13
4.89 411.50 -58.24 180.63 30.62 -54.23 -18.15
4.89 411.53 -58.30 180.62 30.59 -54.22 -18.16
4.89 411.56 -58.35 180.60 30.56 -54.22 -18.17
4.90 411.59 -58.40 180.58 30.52 -54.21 -18.19
4.90 411.62 -58.46 180.56 30.49 -54.21 -18.20
4.90 411.65 -58.51 180.54 30.46 -54.20 -18.22
4.90 411.69 -58.57 180.53 30.43 -54.20 -18.23
4.90 411.72 -58.62 180.51 30.39 -54.19 -18.25
4.90 411.75 -58.68 180.49 30.36 -54.19 -18.26
4.90 411.78 -58.73 180.47 30.33 -54.18 -18.27
4.90 411.81 -58.78 180.45 30.30 -54.18 -18.29
4.90 411.84 -58.84 180.43 30.27 -54.17 -18.30
4.90 411.87 -58.89 180.42 30.23 -54.17 -18.32
4.91 411.90 -58.95 180.40 30.20 -54.17 -18.33
4.91 411.93 -59.00 180.38 30.17 -54.16 -18.34
4.91 411.96 -59.05 180.36 30.14 -54.16 -18.36
4.91 411.99 -59.11 180.34 30.10 -54.15 -18.37
4.91 412.02 -59.16 180.32 30.07 -54.15 -18.39
4.91 412.05 -59.22 180.31 30.04 -54.14 -18.40
4.91 412.08 -59.27 180.29 30.01 -54.14 -18.42
4.91 412.11 -59.33 180.27 29.98 -54.13 -18.43
4.91 412.14 -59.38 180.25 29.94 -54.13 -18.44
4.91 412.17 -59.43 180.23 29.91 -54.12 -18.46
4.92 412.20 -59.49 180.21 29.88 -54.12 -18.47
4.92 412.23 -59.54 180.20 29.85 -54.11 -18.49
4.92 412.26 -59.60 180.18 29.81 -54.11 -18.50
4.92 412.29 -59.65 180.16 29.78 -54.10 -18.51
4.92 412.32 -59.70 180.14 29.75 -54.10 -18.53
4.92 412.35 -59.76 180.12 29.72 -54.10 -18.54
4.92 412.38 -59.81 180.10 29.69 -54.09 -18.56
4.92 412.41 -59.87 180.08 29.65 -54.09 -18.57
4.92 412.44 -59.92 180.07 29.62 -54.08 -18.59
4.92 412.47 -59.97 180.05 29.59 -54.08 -18.60
4.93 412.50 -60.03 180.03 29.56 -54.07 -18.61
4.93 412.52 -60.08 180.01 29.52 -54.07 -18.63
4.93 412.55 -60.14 179.99 29.49 -54.06 -18.64
4.93 412.58 -60.19 179.97 29.46 -54.06 -18.66
4.93 412.61 -60.24 179.95 29.43 -54.05 -18.67
4.93 412.64 -60.30 179.93 29.40 -54.05 -18.68
4.93 412.67 -60.35 179.92 29.36 -54.04 -18.70
4.93 412.70 -60.41 179.90 29.33 -54.04 -18.71
4.93 412.73 -60.46 179.88 29.30 -54.03 -18.73
4.93 412.76 -60.51 179.86 29.27 -54.03 -18.74
4.94 412.79 -60.57 179.84 29.23 -54.03 -18.75
4.94 412.82 -60.62 179.82 29.20 -54.02 -18.77
4.94 412.85 -60.68 179.80 29.17 -54.02 -18.78
4.94 412.88 -60.73 179.78 29.14 -54.01 -18.80
4.94 412.91 -60.79 179.77 29.11 -54.01 -18.81
4.94 412.93 -60.84 179.75 29.07 -54.00 -18.82
4.94 412.96 -60.89 179.73 29.04 -54.00 -18.84
4.94 412.99 -60.95 179.71 29.01 -53.99 -18.85
4.94 413.02 -61.00 179.69 28.98 -53.99 -18.87
4.94 413.05 -61.05 179.67 28.95 -53.98 -18.88
4.95 413.08 -61.11 179.65 28.91 -53.98 -18.89
4.95 413.11 -61.16 179.63 28.88 -53.97 -18.91
4.95 413.14 -61.22 179.62 28.85 -53.97 -18.92
4.95 413.17 -61.27 179.60 28.82 -53.96 -18.94
4.95 413.20 -61.32 179.58 28.78 -53.96 -18.95
4.95 413.22 -61.38 179.56 28.75 -53.95 -18.96
4.95 413.25 -61.43 179.54 28.72 -53.95 -18.98
4.95 413.28 -61.49 179.52 28.69 -53.94 -18.99
4.95 413.31 -61.54 179.50 28.66 -53.94 -19.01
4.95 413.34 -61.59 179.48 28.62 -53.93 -19.02
4.96 413.37 -61.65 179.46 28.59 -53.93 -19.03
4.96 413.40 -61.70 179.44 28.56 -53.93 -19.05
4.96 413.42 -61.76 179.43 28.53 -53.92 -19.06
4.96 413.45 -61.81 179.41 28.50 -53.92 -19.08
4.96 413.48 -61.86 179.39 28.46 -53.91 -19.09
4.96 413.51 -61.92 179.37 28.43 -53.91 -19.10
4.96 413.54 -61.97 179.35 28.40 -53.90 -19.12
4.96 413.57 -62.03 179.33 28.37 -53.90 -19.13
4.96 413.59 -62.08 179.31 28.34 -53.89 -19.15
4.96 413.62 -62.13 179.29 28.30 -53.89 -19.16
4.97 413.65 -62.19 179.27 28.27 -53.88 -19.17
4.97 413.68 -62.24 179.25 28.24 -53.88 -19.19
4.97 413.71 -62.30 179.23 28.21 -53.87 -19.20
4.97 413.74 -62.35 179.21 28.17 -53.87 -19.22
4.97 413.76 -62.40 179.20 28.14 -53.86 -19.23
4.97 413.79 -62.46 179.18 28.11 -53.86 -19.24
4.97 413.82 -62.51 179.16 28.08 -53.85 -19.26
4.97 413.85 -62.56 179.14 28.05 -53.85 -19.27
4.97 413.88 -62.62 179.12 28.01 -53.84 -19.28
4.97 413.90 -62.67 179.10 27.98 -53.84 -19.30
4.98 413.93 -62.73 179.08 27.95 -53.83 -19.31
4.98 413.96 -62.78 179.06 27.92 -53.83 -19.33
4.98 413.99 -62.83 179.04 27.89 -53.82 -19.34
4.98 414.02 -62.89 179.02 27.85 -53.82 -19.35
4.98 414.04 -62.94 179.00 27.82 -53.81 -19.37
4.98 414.07 -63.00 178.98 27.79 -53.81 -19.38
4.98 414.10 -63.05 178.96 27.76 -53.80 -19.40
4.98 414.13 -63.10 178.94 27.73 -53.80 -19.41
4.98 414.16 -63.16 178.93 27.69 -53.79 -19.42
4.98 414.18 -63.21 178.91 27.66 -53.79 -19.44
4.99 414.21 -63.26 178.89 27.63 -53.78 -19.45
4.99 414.24 -63.32 178.87 27.60 -53.78 -19.47
4.99 414.27 -63.37 178.85 27.57 -53.78 -19.48
4.99 414.29 -63.43 178.83 27.53 -53.77 -19.49
4.99 414.32 -63.48 178.81 27.50 -53.77 -19.51
4.99 414.35 -63.53 178.79 27.47 -53.76 -19.52
4.99 414.38 -63.59 178.77 27.44 -53.76 -19.53
4.99 414.40 -63.64 178.75 27.41 -53.75 -19.55
4.99 414.43 -63.69 178.73 27.37 -53.75 -19.56
5.00 414.46 -63.75 178.71 27.34 -53.74 -19.58
5.00 414.49 -63.80 178.69 27.31 -53.74 -19.59
5.00 414.51 -63.86 178.67 27.28 -53.73 -19.60
5.00 414.54 -63.91 178.65 27.25 -53.73 -19.62
5.00 414.57 -63.96 178.63 27.21 -53.72 -19.63
5.00 414.59 -64.02 178.61 27.18 -53.72 -19.65
5.00 414.62 -64.07 178.59 27.15 -53.71 -19.66
5.00 414.65 -64.12 178.57 27.12 -53.71 -19.67
5.00 414.68 -64.18 178.55 27.09 -53.70 -19.69
5.00 414.70 -64.23 178.53 27.05 -53.70 -19.70
5.01 414.73 -64.29 178.51 27.02 -53.69 -19.71
5.01 414.76 -64.34 178.49 26.99 -53.69 -19.73
5.01 414.78 -64.39 178.47 26.96 -53.68 -19.74
5.01 414.81 -64.45 178.45 26.93 -53.68 -19.76
5.01 414.84 -64.50 178.44 26.89 -53.67 -19.77
5.01 414.86 -64.55 178.42 26.86 -53.67 -19.78
5.01 414.89 -64.61 178.40 26.83 -53.66 -19.80
5.01 414.92 -64.66 178.38 26.80 -53.66 -19.81
5.01 414.94 -64.71 178.36 26.77 -53.65 -19.82
5.01 414.97 -64.77 178.34 26.73 -53.65 -19.84
5.02 415.00 -64.82 178.32 26.70 -53.64 -19.85
5.02 415.03 -64.88 178.30 26.67 -53.64 -19.87
5.02 415.05 -64.93 178.28 26.64 -53.63 -19.88
5.02 415.08 -64.98 178.26 26.61 -53.63 -19.89
5.02 415.10 -65.04 178.24 26.57 -53.62 -19.91
5.02 415.13 -65.09 178.22 26.54 -53.62 -19.92
5.02 415.16 -65.14 178.20 26.51 -53.61 -19.93
5.02 415.18 -65.20 178.18 26.48 -53.61 -19.95
5.02 415.21 -65.25 178.16 26.45 -53.60 -19.96
5.02 415.24 -65.30 178.14 26.41 -53.60 -19.98
5.03 415.26 -65.36 178.12 26.38 -53.59 -19.99
5.03 415.29 -65.41 178.10 26.35 -53.59 -20.00
5.03 415.32 -65.47 178.08 26.32 -53.58 -20.02
5.03 415.34 -65.52 178.06 26.29 -53.58 -20.03
5.03 415.37 -65.57 178.04 26.25 -53.57 -20.04
5.03 415.40 -65.63 178.02 26.22 -53.57 -20.06
5.03 415.42 -65.68 178.00 26.19 -53.56 -20.07
5.03 415.45 -65.73 177.98 26.16 -53.56 -20.09
5.03 415.47 -65.79 177.96 26.13 -53.55 -20.10
5.03 415.50 -65.84 177.94 26.10 -53.55 -20.11
5.04 415.53 -65.89 177.92 26.06 -53.54 -20.13
5.04 415.55 -65.95 177.90 26.03 -53.54 -20.14
5.04 415.58 -66.00 177.88 26.00 -53.53 -20.15
5.04 415.60 -66.05 177.86 25.97 -53.53 -20.17
5.04 415.63 -66.11 177.84 25.94 -53.52 -20.18
5.04 415.66 -66.16 177.82 25.90 -53.52 -20.19
5.04 415.68 -66.21 177.80 25.87 -53.51 -20.21
5.04 415.71 -66.27 177.78 25.84 -53.51 -20.22
5.04 415.73 -66.32 177.75 25.81 -53.50 -20.24
5.04 415.76 -66.38 177.73 25.78 -53.50 -20.25
5.05 415.79 -66.43 177.71 25.74 -53.49 -20.26
5.05 415.81 -66.48 177.69 25.71 -53.49 -20.28
5.05 415.84 -66.54 177.67 25.68 -53.48 -20.29
5.05 415.86 -66.59 177.65 25.65 -53.48 -20.30
5.05 415.89 -66.64 177.63 25.62 -53.47 -20.32
5.05 415.91 -66.70 177.61 25.59 -53.46 -20.33
5.05 415.94 -66.75 177.59 25.55 -53.46 -20.34
5.05 415.96 -66.80 177.57 25.52 -53.45 -20.36
5.05 415.99 -66.86 177.55 25.49 -53.45 -20.37
5.05 416.02 -66.91 177.53 25.46 -53.44 -20.39
5.06 416.04 -66.96 177.51 25.43 -53.44 -20.40
5.06 416.07 -67.02 177.49 25.39 -53.43 -20.41
5.06 416.09 -67.07 177.47 25.36 -53.43 -20.43
5.06 416.12 -67.12 177.45 25.33 -53.42 -20.44
5.06 416.14 -67.18 177.43 25.30 -53.42 -20.45
5.06 416.17 -67.23 177.41 25.27 -53.41 -20.47
5.06 416.19 -67.28 177.39 25.23 -53.41 -20.48
5.06 416.22 -67.34 177.37 25.20 -53.40 -20.49
5.06 416.24 -67.39 177.35 25.17 -53.40 -20.51
5.06 416.27 -67.44 177.33 25.14 -53.39 -20.52
5.07 416.29 -67.50 177.31 25.11 -53.39 -20.54
5.07 416.32 -67.55 177.29 25.08 -53.38 -20.55
5.07 416.34 -67.60 177.27 25.04 -53.38 -20.56
5.07 416.37 -67.66 177.24 25.01 -53.37 -20.58
5.07 416.39 -67.71 177.22 24.98 -53.37 -20.59
5.07 416.42 -67.76 177.20 24.95 -53.36 -20.60
5.07 416.44 -67.82 177.18 24.92 -53.36 -20.62
5.07 416.47 -67.87 177.16 24.88 -53.35 -20.63
5.07 416.49 -67.92 177.14 24.85 -53.35 -20.64
5.07 416.52 -67.98 177.12 24.82 -53.34 -20.66
5.08 416.54 -68.03 177.10 24.79 -53.34 -20.67
5.08 416.57 -68.08 177.08 24.76 -53.33 -20.68
5.08 416.59 -68.14 177.06 24.73 -53.33 -20.70
5.08 416.62 -68.19 177.04 24.69 -53.32 -20.71
5.08 416.64 -68.24 177.02 24.66 -53.32 -20.73
5.08 416.67 -68.30 177.00 24.63 -53.31 -20.74
5.08 416.69 -68.35 176.98 24.60 -53.30 -20.75
5.08 416.72 -68.40 176.96 24.57 -53.30 -20.77
5.08 416.74 -68.46 176.93 24.54 -53.29 -20.78
5.08 416.76 -68.51 176.91 24.50 -53.29 -20.79
5.09 416.79 -68.56 176.89 24.47 -53.28 -20.81
5.09 416.81 -68.62 176.87 24.44 -53.28 -20.82
5.09 416.84 -68.67 176.85 24.41 -53.27 -20.83
5.09 416.86 -68.72 176.83 24.38 -53.27 -20.85
5.09 416.89 -68.78 176.81 24.34 -53.26 -20.86
5.09 416.91 -68.83 176.79 24.31 -53.26 -20.87
5.09 416.94 -68.88 176.77 24.28 -53.25 -20.89
