#t x y z vx vy vz
5.22 414.36 -77.04 172.95 18.82 -53.47 -23.57
5.22 414.38 -77.09 172.92 18.79 -53.46 -23.58
5.22 414.40 -77.15 172.90 18.75 -53.46 -23.60
5.22 414.41 -77.20 172.87 18.72 -53.45 -23.61
5.22 414.43 -77.25 172.85 18.69 -53.44 -23.62
5.23 414.45 -77.31 172.83 18.66 -53.44 -23.64
5.23 414.47 -77.36 172.80 18.63 -53.43 -23.65
5.23 414.49 -77.41 172.78 18.59 -53.43 -23.66
5.23 414.51 -77.47 172.76 18.56 -53.42 -23.68
5.23 414.53 -77.52 172.73 18.53 -53.41 -23.69
5.23 414.54 -77.57 172.71 18.50 -53.41 -23.70
5.23 414.56 -77.63 172.69 18.47 -53.40 -23.72
5.23 414.58 -77.68 172.66 18.43 -53.40 -23.73
5.23 414.60 -77.73 172.64 18.40 -53.39 -23.74
5.23 414.62 -77.79 172.61 18.37 -53.38 -23.76
5.24 414.64 -77.84 172.59 18.34 -53.38 -23.77
5.24 414.66 -77.90 172.57 18.30 -53.37 -23.78
5.24 414.67 -77.95 172.54 18.27 -53.37 -23.80
5.24 414.69 -78.00 172.52 18.24 -53.36 -23.81
5.24 414.71 -78.06 172.50 18.21 -53.35 -23.82
5.24 414.73 -78.11 172.47 18.18 -53.35 -23.84
5.24 414.75 -78.16 172.45 18.14 -53.34 -23.85
5.24 414.76 -78.22 172.42 18.11 -53.34 -23.86
5.24 414.78 -78.27 172.40 18.08 -53.33 -23.88
5.24 414.80 -78.32 172.38 18.05 -53.32 -23.89
5.25 414.82 -78.38 172.35 18.02 -53.32 -23.90
5.25 414.84 -78.43 172.33 17.98 -53.31 -23.92
5.25 414.85 -78.48 172.30 17.95 -53.31 -23.93
5.25 414.87 -78.54 172.28 17.92 -53.30 -23.94
5.25 414.89 -78.59 172.26 17.89 -53.29 -23.96
5.25 414.91 -78.64 172.23 17.86 -53.29 -23.97
5.25 414.93 -78.70 172.21 17.82 -53.28 -23.98
5.25 414.94 -78.75 172.18 17.79 -53.28 -24.00
5.25 414.96 -78.80 172.16 17.76 -53.27 -24.01
5.25 414.98 -78.85 172.14 17.73 -53.26 -24.02
5.26 415.00 -78.91 172.11 17.70 -53.26 -24.04
5.26 415.01 -78.96 172.09 17.66 -53.25 -24.05
5.26 415.03 -79.01 172.06 17.63 -53.25 -24.06
5.26 415.05 -79.07 172.04 17.60 -53.24 -24.08
5.26 415.07 -79.12 172.02 17.57 -53.23 -24.09
5.26 415.09 -79.17 171.99 17.54 -53.23 -24.10
5.26 415.10 -79.23 171.97 17.50 -53.22 -24.12
5.26 415.12 -79.28 171.94 17.47 -53.21 -24.13
5.26 415.14 -79.33 171.92 17.44 -53.21 -24.14
5.26 415.16 -79.39 171.90 17.41 -53.20 -24.16
5.27 415.17 -79.44 171.87 17.38 -53.20 -24.17
5.27 415.19 -79.49 171.85 17.35 -53.19 -24.18
5.27 415.21 -79.55 171.82 17.31 -53.18 -24.20
5.27 415.22 -79.60 171.80 17.28 -53.18 -24.21
5.27 415.24 -79.65 171.77 17.25 -53.17 -24.22
5.27 415.26 -79.71 171.75 17.22 -53.17 -24.24
5.27 415.28 -79.76 171.73 17.19 -53.16 -24.25
5.27 415.29 -79.81 171.70 17.15 -53.15 -24.26
5.27 415.31 -79.87 171.68 17.12 -53.15 -24.28
5.27 415.33 -79.92 171.65 17.09 -53.14 -24.29
5.28 415.34 -79.97 171.63 17.06 -53.14 -24.30
5.28 415.36 -80.03 171.60 17.03 -53.13 -24.32
5.28 415.38 -80.08 171.58 16.99 -53.12 -24.33
5.28 415.40 -80.13 171.56 16.96 -53.12 -24.34
5.28 415.41 -80.18 171.53 16.93 -53.11 -24.36
5.28 415.43 -80.24 171.51 16.90 -53.10 -24.37
5.28 415.45 -80.29 171.48 16.87 -53.10 -24.38
5.28 415.46 -80.34 171.46 16.83 -53.09 -24.39
5.28 415.48 -80.40 171.43 16.80 -53.09 -24.41
5.28 415.50 -80.45 171.41 16.77 -53.08 -24.42
5.29 415.51 -80.50 171.39 16.74 -53.07 -24.43
5.29 415.53 -80.56 171.36 16.71 -53.07 -24.45
5.29 415.55 -80.61 171.34 16.67 -53.06 -24.46
5.29 415.56 -80.66 171.31 16.64 -53.05 -24.47
5.29 415.58 -80.72 171.29 16.61 -53.05 -24.49
5.29 415.60 -80.77 171.26 16.58 -53.04 -24.50
5.29 415.61 -80.82 171.24 16.55 -53.04 -24.51
5.29 415.63 -80.87 171.21 16.51 -53.03 -24.53
5.29 415.65 -80.93 171.19 16.48 -53.02 -24.54
5.29 415.66 -80.98 171.16 16.45 -53.02 -24.55
5.30 415.68 -81.03 171.14 16.42 -53.01 -24.57
5.30 415.70 -81.09 171.12 16.39 -53.01 -24.58
5.30 415.71 -81.14 171.09 16.35 -53.00 -24.59
5.30 415.73 -81.19 171.07 16.32 -52.99 -24.61
5.30 415.74 -81.25 171.04 16.29 -52.99 -24.62
5.30 415.76 -81.30 171.02 16.26 -52.98 -24.63
5.30 415.78 -81.35 170.99 16.23 -52.97 -24.65
5.30 415.79 -81.40 170.97 16.20 -52.97 -24.66
5.30 415.81 -81.46 170.94 16.16 -52.96 -24.67
5.30 415.83 -81.51 170.92 16.13 -52.96 -24.68
5.31 415.84 -81.56 170.89 16.10 -52.95 -24.70
5.31 415.86 -81.62 170.87 16.07 -52.94 -24.71
5.31 415.87 -81.67 170.84 16.04 -52.94 -24.72
5.31 415.89 -81.72 170.82 16.00 -52.93 -24.74
5.31 415.91 -81.78 170.80 15.97 -52.92 -24.75
5.31 415.92 -81.83 170.77 15.94 -52.92 -24.76
5.31 415.94 -81.88 170.75 15.91 -52.91 -24.78
5.31 415.95 -81.93 170.72 15.88 -52.91 -24.79
5.31 415.97 -81.99 170.70 15.84 -52.90 -24.80
5.31 415.99 -82.04 170.67 15.81 -52.89 -24.82
5.32 416.00 -82.09 170.65 15.78 -52.89 -24.83
5.32 416.02 -82.15 170.62 15.75 -52.88 -24.84
5.32 416.03 -82.20 170.60 15.72 -52.87 -24.86
5.32 416.05 -82.25 170.57 15.69 -52.87 -24.87
5.32 416.06 -82.30 170.55 15.65 -52.86 -24.88
5.32 416.08 -82.36 170.52 15.62 -52.85 -24.89
5.32 416.10 -82.41 170.50 15.59 -52.85 -24.91
5.32 416.11 -82.46 170.47 15.56 -52.84 -24.92
5.32 416.13 -82.52 170.45 15.53 -52.84 -24.93
5.32 416.14 -82.57 170.42 15.49 -52.83 -24.95
5.33 416.16 -82.62 170.40 15.46 -52.82 -24.96
5.33 416.17 -82.67 170.37 15.43 -52.82 -24.97
5.33 416.19 -82.73 170.35 15.40 -52.81 -24.99
5.33 416.20 -82.78 170.32 15.37 -52.80 -25.00
5.33 416.22 -82.83 170.30 15.33 -52.80 -25.01
5.33 416.23 -82.89 170.27 15.30 -52.79 -25.03
5.33 416.25 -82.94 170.25 15.27 -52.79 -25.04
5.33 416.27 -82.99 170.22 15.24 -52.78 -25.05
5.33 416.28 -83.04 170.20 15.21 -52.77 -25.06
5.33 416.30 -83.10 170.17 15.18 -52.77 -25.08
5.34 416.31 -83.15 170.15 15.14 -52.76 -25.09
5.34 416.33 -83.20 170.12 15.11 -52.75 -25.10
5.34 416.34 -83.25 170.10 15.08 -52.75 -25.12
5.34 416.36 -83.31 170.07 15.05 -52.74 -25.13
5.34 416.37 -83.36 170.05 15.02 -52.73 -25.14
5.34 416.39 -83.41 170.02 14.98 -52.73 -25.16
5.34 416.40 -83.47 170.00 14.95 -52.72 -25.17
5.34 416.42 -83.52 169.97 14.92 -52.72 -25.18
5.34 416.43 -83.57 169.95 14.89 -52.71 -25.19
5.34 416.45 -83.62 169.92 14.86 -52.70 -25.21
5.35 416.46 -83.68 169.90 14.82 -52.70 -25.22
5.35 416.48 -83.73 169.87 14.79 -52.69 -25.23
5.35 416.49 -83.78 169.85 14.76 -52.68 -25.25
5.35 416.50 -83.83 169.82 14.73 -52.68 -25.26
5.35 416.52 -83.89 169.79 14.70 -52.67 -25.27
5.35 416.53 -83.94 169.77 14.67 -52.66 -25.29
5.35 416.55 -83.99 169.74 14.63 -52.66 -25.30
5.35 416.56 -84.04 169.72 14.60 -52.65 -25.31
5.35 416.58 -84.10 169.69 14.57 -52.64 -25.32
5.35 416.59 -84.15 169.67 14.54 -52.64 -25.34
5.36 416.61 -84.20 169.64 14.51 -52.63 -25.35
5.36 416.62 -84.26 169.62 14.47 -52.63 -25.36
5.36 416.64 -84.31 169.59 14.44 -52.62 -25.38
5.36 416.65 -84.36 169.57 14.41 -52.61 -25.39
5.36 416.66 -84.41 169.54 14.38 -52.61 -25.40
5.36 416.68 -84.47 169.52 14.35 -52.60 -25.42
5.36 416.69 -84.52 169.49 14.32 -52.59 -25.43
5.36 416.71 -84.57 169.47 14.28 -52.59 -25.44
5.36 416.72 -84.62 169.44 14.25 -52.58 -25.45
5.36 416.74 -84.68 169.41 14.22 -52.57 -25.47
5.37 416.75 -84.73 169.39 14.19 -52.57 -25.48
5.37 416.76 -84.78 169.36 14.16 -52.56 -25.49
5.37 416.78 -84.83 169.34 14.12 -52.55 -25.51
5.37 416.79 -84.89 169.31 14.09 -52.55 -25.52
5.37 416.81 -84.94 169.29 14.06 -52.54 -25.53
5.37 416.82 -84.99 169.26 14.03 -52.53 -25.55
5.37 416.84 -85.04 169.24 14.00 -52.53 -25.56
5.37 416.85 -85.10 169.21 13.97 -52.52 -25.57
5.37 416.86 -85.15 169.18 13.93 -52.52 -25.58
5.37 416.88 -85.20 169.16 13.90 -52.51 -25.60
5.38 416.89 -85.25 169.13 13.87 -52.50 -25.61
5.38 416.90 -85.31 169.11 13.84 -52.50 -25.62
5.38 416.92 -85.36 169.08 13.81 -52.49 -25.64
5.38 416.93 -85.41 169.06 13.78 -52.48 -25.65
5.38 416.95 -85.46 169.03 13.74 -52.48 -25.66
5.38 416.96 -85.52 169.00 13.71 -52.47 -25.67
5.38 416.97 -85.57 168.98 13.68 -52.46 -25.69
5.38 416.99 -85.62 168.95 13.65 -52.46 -25.70
5.38 417.00 -85.67 168.93 13.62 -52.45 -25.71
5.38 417.01 -85.73 168.90 13.58 -52.44 -25.73
5.39 417.03 -85.78 168.88 13.55 -52.44 -25.74
5.39 417.04 -85.83 168.85 13.52 -52.43 -25.75
5.39 417.06 -85.88 168.82 13.49 -52.42 -25.76
5.39 417.07 -85.94 168.80 13.46 -52.42 -25.78
5.39 417.08 -85.99 168.77 13.43 -52.41 -25.79
5.39 417.10 -86.04 168.75 13.39 -52.40 -25.80
5.39 417.11 -86.09 168.72 13.36 -52.40 -25.82
5.39 417.12 -86.15 168.70 13.33 -52.39 -25.83
5.39 417.14 -86.20 168.67 13.30 -52.38 -25.84
5.39 417.15 -86.25 168.64 13.27 -52.38 -25.85
5.40 417.16 -86.30 168.62 13.23 -52.37 -25.87
5.40 417.18 -86.36 168.59 13.20 -52.37 -25.88
5.40 417.19 -86.41 168.57 13.17 -52.36 -25.89
5.40 417.20 -86.46 168.54 13.14 -52.35 -25.91
5.40 417.21 -86.51 168.51 13.11 -52.35 -25.92
5.40 417.23 -86.56 168.49 13.08 -52.34 -25.93
5.40 417.24 -86.62 168.46 13.04 -52.33 -25.94
5.40 417.25 -86.67 168.44 13.01 -52.33 -25.96
5.40 417.27 -86.72 168.41 12.98 -52.32 -25.97
5.40 417.28 -86.77 168.39 12.95 -52.31 -25.98
5.41 417.29 -86.83 168.36 12.92 -52.31 -26.00
5.41 417.31 -86.88 168.33 12.89 -52.30 -26.01
5.41 417.32 -86.93 168.31 12.85 -52.29 -26.02
5.41 417.33 -86.98 168.28 12.82 -52.29 -26.03
5.41 417.34 -87.04 168.26 12.79 -52.28 -26.05
5.41 417.36 -87.09 168.23 12.76 -52.27 -26.06
5.41 417.37 -87.14 168.20 12.73 -52.27 -26.07
5.41 417.38 -87.19 168.18 12.70 -52.26 -26.09
5.41 417.40 -87.24 168.15 12.66 -52.25 -26.10
5.41 417.41 -87.30 168.12 12.63 -52.25 -26.11
5.42 417.42 -87.35 168.10 12.60 -52.24 -26.12
5.42 417.43 -87.40 168.07 12.57 -52.23 -26.14
5.42 417.45 -87.45 168.05 12.54 -52.23 -26.15
5.42 417.46 -87.51 168.02 12.50 -52.22 -26.16
5.42 417.47 -87.56 167.99 12.47 -52.21 -26.18
5.42 417.48 -87.61 167.97 12.44 -52.21 -26.19
5.42 417.50 -87.66 167.94 12.41 -52.20 -26.20
5.42 417.51 -87.71 167.92 12.38 -52.19 -26.21
5.42 417.52 -87.77 167.89 12.35 -52.19 -26.23
5.42 417.53 -87.82 167.86 12.31 -52.18 -26.24
5.43 417.54 -87.87 167.84 12.28 -52.17 -26.25
5.43 417.56 -87.92 167.81 12.25 -52.17 -26.27
5.43 417.57 -87.98 167.78 12.22 -52.16 -26.28
5.43 417.58 -88.03 167.76 12.19 -52.15 -26.29
5.43 417.59 -88.08 167.73 12.16 -52.15 -26.30
5.43 417.61 -88.13 167.71 12.12 -52.14 -26.32
5.43 417.62 -88.18 167.68 12.09 -52.13 -26.33
5.43 417.63 -88.24 167.65 12.06 -52.13 -26.34
5.43 417.64 -88.29 167.63 12.03 -52.12 -26.35
5.43 417.65 -88.34 167.60 12.00 -52.11 -26.37
5.44 417.67 -88.39 167.57 11.97 -52.11 -26.38
5.44 417.68 -88.44 167.55 11.93 -52.10 -26.39
5.44 417.69 -88.50 167.52 11.90 -52.09 -26.41
5.44 417.70 -88.55 167.49 11.87 -52.09 -26.42
5.44 417.71 -88.60 167.47 11.84 -52.08 -26.43
5.44 417.73 -88.65 167.44 11.81 -52.07 -26.44
5.44 417.74 -88.71 167.41 11.78 -52.07 -26.46
5.44 417.75 -88.76 167.39 11.74 -52.06 -26.47
5.44 417.76 -88.81 167.36 11.71 -52.05 -26.48
5.44 417.77 -88.86 167.34 11.68 -52.05 -26.49
5.45 417.78 -88.91 167.31 11.65 -52.04 -26.51
5.45 417.80 -88.97 167.28 11.62 -52.03 -26.52
5.45 417.81 -89.02 167.26 11.58 -52.03 -26.53
5.45 417.82 -89.07 167.23 11.55 -52.02 -26.55
5.45 417.83 -89.12 167.20 11.52 -52.01 -26.56
5.45 417.84 -89.17 167.18 11.49 -52.00 -26.57
5.45 417.85 -89.23 167.15 11.46 -52.00 -26.58
5.45 417.86 -89.28 167.12 11.43 -51.99 -26.60
5.45 417.88 -89.33 167.10 11.39 -51.98 -26.61
5.45 417.89 -89.38 167.07 11.36 -51.98 -26.62
5.46 417.90 -89.43 167.04 11.33 -51.97 -26.63
5.46 417.91 -89.49 167.02 11.30 -51.96 -26.65
5.46 417.92 -89.54 166.99 11.27 -51.96 -26.66
5.46 417.93 -89.59 166.96 11.24 -51.95 -26.67
5.46 417.94 -89.64 166.94 11.20 -51.94 -26.69
5.46 417.96 -89.69 166.91 11.17 -51.94 -26.70
5.46 417.97 -89.74 166.88 11.14 -51.93 -26.71
5.46 417.98 -89.80 166.86 11.11 -51.92 -26.72
5.46 417.99 -89.85 166.83 11.08 -51.92 -26.74
5.46 418.00 -89.90 166.80 11.05 -51.91 -26.75
5.47 418.01 -89.95 166.78 11.01 -51.90 -26.76
5.47 418.02 -90.00 166.75 10.98 -51.90 -26.77
5.47 418.03 -90.06 166.72 10.95 -51.89 -26.79
5.47 418.04 -90.11 166.70 10.92 -51.88 -26.80
5.47 418.05 -90.16 166.67 10.89 -51.88 -26.81
5.47 418.07 -90.21 166.64 10.86 -51.87 -26.82
5.47 418.08 -90.26 166.62 10.82 -51.86 -26.84
5.47 418.09 -90.32 166.59 10.79 -51.86 -26.85
5.47 418.10 -90.37 166.56 10.76 -51.85 -26.86
5.47 418.11 -90.42 166.53 10.73 -51.84 -26.88
5.48 418.12 -90.47 166.51 10.70 -51.83 -26.89
5.48 418.13 -90.52 166.48 10.67 -51.83 -26.90
5.48 418.14 -90.57 166.45 10.63 -51.82 -26.91
5.48 418.15 -90.63 166.43 10.60 -51.81 -26.93
5.48 418.16 -90.68 166.40 10.57 -51.81 -26.94
5.48 418.17 -90.73 166.37 10.54 -51.80 -26.95
5.48 418.18 -90.78 166.35 10.51 -51.79 -26.96
5.48 418.19 -90.83 166.32 10.48 -51.79 -26.98
5.48 418.20 -90.89 166.29 10.44 -51.78 -26.99
5.48 418.21 -90.94 166.27 10.41 -51.77 -27.00
5.49 418.22 -90.99 166.24 10.38 -51.77 -27.01
5.49 418.24 -91.04 166.21 10.35 -51.76 -27.03
5.49 418.25 -91.09 166.18 10.32 -51.75 -27.04
5.49 418.26 -91.14 166.16 10.29 -51.75 -27.05
5.49 418.27 -91.20 166.13 10.25 -51.74 -27.06
5.49 418.28 -91.25 166.10 10.22 -51.73 -27.08
5.49 418.29 -91.30 166.08 10.19 -51.72 -27.09
5.49 418.30 -91.35 166.05 10.16 -51.72 -27.10
5.49 418.31 -91.40 166.02 10.13 -51.71 -27.11
5.49 418.32 -91.45 165.99 10.10 -51.70 -27.13
5.50 418.33 -91.51 165.97 10.06 -51.70 -27.14
5.50 418.34 -91.56 165.94 10.03 -51.69 -27.15
5.50 418.35 -91.61 165.91 10.00 -51.68 -27.17
5.50 418.36 -91.66 165.89 9.97 -51.68 -27.18
5.50 418.37 -91.71 165.86 9.94 -51.67 -27.19
5.50 418.38 -91.77 165.83 9.91 -51.66 -27.20
5.50 418.39 -91.82 165.80 9.88 -51.66 -27.22
5.50 418.40 -91.87 165.78 9.84 -51.65 -27.23
5.50 418.41 -91.92 165.75 9.81 -51.64 -27.24
5.50 418.42 -91.97 165.72 9.78 -51.63 -27.25
5.51 418.43 -92.02 165.70 9.75 -51.63 -27.27
5.51 418.44 -92.07 165.67 9.72 -51.62 -27.28
5.51 418.45 -92.13 165.64 9.69 -51.61 -27.29
5.51 418.46 -92.18 165.61 9.65 -51.61 -27.30
5.51 418.46 -92.23 165.59 9.62 -51.60 -27.32
5.51 418.47 -92.28 165.56 9.59 -51.59 -27.33
5.51 418.48 -92.33 165.53 9.56 -51.59 -27.34
5.51 418.49 -92.38 165.50 9.53 -51.58 -27.35
5.51 418.50 -92.44 165.48 9.50 -51.57 -27.37
5.51 418.51 -92.49 165.45 9.46 -51.56 -27.38
5.52 418.52 -92.54 165.42 9.43 -51.56 -27.39
5.52 418.53 -92.59 165.40 9.40 -51.55 -27.40
5.52 418.54 -92.64 165.37 9.37 -51.54 -27.42
5.52 418.55 -92.69 165.34 9.34 -51.54 -27.43
5.52 418.56 -92.75 165.31 9.31 -51.53 -27.44
5.52 418.57 -92.80 165.29 9.27 -51.52 -27.45
5.52 418.58 -92.85 165.26 9.24 -51.52 -27.47
5.52 418.59 -92.90 165.23 9.21 -51.51 -27.48
5.52 418.60 -92.95 165.20 9.18 -51.50 -27.49
5.52 418.61 -93.00 165.18 9.15 -51.49 -27.50
5.53 418.61 -93.05 165.15 9.12 -51.49 -27.52
5.53 418.62 -93.11 165.12 9.08 -51.48 -27.53
5.53 418.63 -93.16 165.09 9.05 -51.47 -27.54
5.53 418.64 -93.21 165.07 9.02 -51.47 -27.55
5.53 418.65 -93.26 165.04 8.99 -51.46 -27.57
5.53 418.66 -93.31 165.01 8.96 -51.45 -27.58
5.53 418.67 -93.36 164.98 8.93 -51.45 -27.59
5.53 418.68 -93.41 164.96 8.89 -51.44 -27.60
5.53 418.69 -93.47 164.93 8.86 -51.43 -27.62
5.53 418.70 -93.52 164.90 8.83 -51.42 -27.63
5.54 418.70 -93.57 164.87 8.80 -51.42 -27.64
5.54 418.71 -93.62 164.84 8.77 -51.41 -27.65
5.54 418.72 -93.67 164.82 8.74 -51.40 -27.67
5.54 418.73 -93.72 164.79 8.71 -51.40 -27.68
5.54 418.74 -93.77 164.76 8.67 -51.39 -27.69
5.54 418.75 -93.83 164.73 8.64 -51.38 -27.70
5.54 418.76 -93.88 164.71 8.61 -51.37 -27.72
5.54 418.77 -93.93 164.68 8.58 -51.37 -27.73
5.54 418.77 -93.98 164.65 8.55 -51.36 -27.74
5.54 418.78 -94.03 164.62 8.52 -51.35 -27.75
5.55 418.79 -94.08 164.60 8.48 -51.35 -27.77
5.55 418.80 -94.13 164.57 8.45 -51.34 -27.78
5.55 418.81 -94.19 164.54 8.42 -51.33 -27.79
5.55 418.82 -94.24 164.51 8.39 -51.33 -27.80
5.55 418.82 -94.29 164.48 8.36 -51.32 -27.82
5.55 418.83 -94.34 164.46 8.33 -51.31 -27.83
5.55 418.84 -94.39 164.43 8.29 -51.30 -27.84
5.55 418.85 -94.44 164.40 8.26 -51.30 -27.85
5.55 418.86 -94.49 164.37 8.23 -51.29 -27.87
5.55 418.87 -94.54 164.34 8.20 -51.28 -27.88
5.56 418.87 -94.60 164.32 8.17 -51.28 -27.89
5.56 418.88 -94.65 164.29 8.14 -51.27 -27.90
5.56 418.89 -94.70 164.26 8.11 -51.26 -27.91
5.56 418.90 -94.75 164.23 8.07 -51.25 -27.93
5.56 418.91 -94.80 164.21 8.04 -51.25 -27.94
5.56 418.91 -94.85 164.18 8.01 -51.24 -27.95
5.56 418.92 -94.90 164.15 7.98 -51.23 -27.96
5.56 418.93 -94.95 164.12 7.95 -51.23 -27.98
5.56 418.94 -95.01 164.09 7.92 -51.22 -27.99
5.56 418.95 -95.06 164.07 7.88 -51.21 -28.00
5.57 418.95 -95.11 164.04 7.85 -51.20 -28.01
5.57 418.96 -95.16 164.01 7.82 -51.20 -28.03
5.57 418.97 -95.21 163.98 7.79 -51.19 -28.04
5.57 418.98 -95.26 163.95 7.76 -51.18 -28.05
5.57 418.99 -95.31 163.93 7.73 -51.18 -28.06
5.57 418.99 -95.36 163.90 7.69 -51.17 -28.08
5.57 419.00 -95.42 163.87 7.66 -51.16 -28.09
5.57 419.01 -95.47 163.84 7.63 -51.15 -28.10
5.57 419.02 -95.52 163.81 7.60 -51.15 -28.11
5.57 419.02 -95.57 163.78 7.57 -51.14 -28.13
5.58 419.03 -95.62 163.76 7.54 -51.13 -28.14
5.58 419.04 -95.67 163.73 7.51 -51.12 -28.15
5.58 419.05 -95.72 163.70 7.47 -51.12 -28.16
5.58 419.05 -95.77 163.67 7.44 -51.11 -28.17
5.58 419.06 -95.82 163.64 7.41 -51.10 -28.19
5.58 419.07 -95.88 163.62 7.38 -51.10 -28.20
5.58 419.08 -95.93 163.59 7.35 -51.09 -28.21
5.58 419.08 -95.98 163.56 7.32 -51.08 -28.22
5.58 419.09 -96.03 163.53 7.28 -51.07 -28.24
5.58 419.10 -96.08 163.50 7.25 -51.07 -28.25
5.59 419.10 -96.13 163.47 7.22 -51.06 -28.26
5.59 419.11 -96.18 163.45 7.19 -51.05 -28.27
5.59 419.12 -96.23 163.42 7.16 -51.05 -28.29
5.59 419.13 -96.28 163.39 7.13 -51.04 -28.30
5.59 419.13 -96.34 163.36 7.09 -51.03 -28.31
5.59 419.14 -96.39 163.33 7.06 -51.02 -28.32
5.59 419.15 -96.44 163.30 7.03 -51.02 -28.34
5.59 419.15 -96.49 163.28 7.00 -51.01 -28.35
5.59 419.16 -96.54 163.25 6.97 -51.00 -28.36
5.59 419.17 -96.59 163.22 6.94 -50.99 -28.37
5.60 419.18 -96.64 163.19 6.91 -50.99 -28.38
5.60 419.18 -96.69 163.16 6.87 -50.98 -28.40
5.60 419.19 -96.74 163.13 6.84 -50.97 -28.41
5.60 419.20 -96.79 163.11 6.81 -50.97 -28.42
5.60 419.20 -96.85 163.08 6.78 -50.96 -28.43
5.60 419.21 -96.90 163.05 6.75 -50.95 -28.45
5.60 419.22 -96.95 163.02 6.72 -50.94 -28.46
5.60 419.22 -97.00 162.99 6.68 -50.94 -28.47
5.60 419.23 -97.05 162.96 6.65 -50.93 -28.48
5.60 419.24 -97.10 162.94 6.62 -50.92 -28.50
5.61 419.24 -97.15 162.91 6.59 -50.91 -28.51
5.61 419.25 -97.20 162.88 6.56 -50.91 -28.52
5.61 419.26 -97.25 162.85 6.53 -50.90 -28.53
5.61 419.26 -97.30 162.82 6.50 -50.89 -28.54
5.61 419.27 -97.35 162.79 6.46 -50.89 -28.56
5.61 419.28 -97.41 162.76 6.43 -50.88 -28.57
5.61 419.28 -97.46 162.74 6.40 -50.87 -28.58
5.61 419.29 -97.51 162.71 6.37 -50.86 -28.59
5.61 419.29 -97.56 162.68 6.34 -50.86 -28.61
5.61 419.30 -97.61 162.65 6.31 -50.85 -28.62
5.62 419.31 -97.66 162.62 6.27 -50.84 -28.63
5.62 419.31 -97.71 162.59 6.24 -50.83 -28.64
5.62 419.32 -97.76 162.56 6.21 -50.83 -28.65
5.62 419.33 -97.81 162.54 6.18 -50.82 -28.67
5.62 419.33 -97.86 162.51 6.15 -50.81 -28.68
5.62 419.34 -97.91 162.48 6.12 -50.80 -28.69
5.62 419.34 -97.96 162.45 6.09 -50.80 -28.70
5.62 419.35 -98.02 162.42 6.05 -50.79 -28.72
5.62 419.36 -98.07 162.39 6.02 -50.78 -28.73
5.62 419.36 -98.12 162.36 5.99 -50.77 -28.74
5.63 419.37 -98.17 162.33 5.96 -50.77 -28.75
5.63 419.37 -98.22 162.31 5.93 -50.76 -28.76
5.63 419.38 -98.27 162.28 5.90 -50.75 -28.78
5.63 419.39 -98.32 162.25 5.86 -50.75 -28.79
5.63 419.39 -98.37 162.22 5.83 -50.74 -28.80
5.63 419.40 -98.42 162.19 5.80 -50.73 -28.81
5.63 419.40 -98.47 162.16 5.77 -50.72 -28.83
5.63 419.41 -98.52 162.13 5.74 -50.72 -28.84
5.63 419.41 -98.57 162.10 5.71 -50.71 -28.85
5.63 419.42 -98.62 162.07 5.68 -50.70 -28.86
5.64 419.43 -98.67 162.05 5.64 -50.69 -28.87
5.64 419.43 -98.73 162.02 5.61 -50.69 -28.89
5.64 419.44 -98.78 161.99 5.58 -50.68 -28.90
5.64 419.44 -98.83 161.96 5.55 -50.67 -28.91
5.64 419.45 -98.88 161.93 5.52 -50.66 -28.92
5.64 419.45 -98.93 161.90 5.49 -50.66 -28.94
5.64 419.46 -98.98 161.87 5.46 -50.65 -28.95
5.64 419.47 -99.03 161.84 5.42 -50.64 -28.96
5.64 419.47 -99.08 161.81 5.39 -50.63 -28.97
5.64 419.48 -99.13 161.79 5.36 -50.63 -28.98
5.65 419.48 -99.18 161.76 5.33 -50.62 -29.00
5.65 419.49 -99.23 161.73 5.30 -50.61 -29.01
5.65 419.49 -99.28 161.70 5.27 -50.60 -29.02
5.65 419.50 -99.33 161.67 5.23 -50.60 -29.03
5.65 419.50 -99.38 161.64 5.20 -50.59 -29.05
5.65 419.51 -99.43 161.61 5.17 -50.58 -29.06
5.65 419.51 -99.48 161.58 5.14 -50.57 -29.07
5.65 419.52 -99.54 161.55 5.11 -50.57 -29.08
5.65 419.52 -99.59 161.52 5.08 -50.56 -29.09
5.65 419.53 -99.64 161.50 5.05 -50.55 -29.11
5.66 419.53 -99.69 161.47 5.01 -50.54 -29.12
5.66 419.54 -99.74 161.44 4.98 -50.54 -29.13
5.66 419.54 -99.79 161.41 4.95 -50.53 -29.14
5.66 419.55 -99.84 161.38 4.92 -50.52 -29.15
5.66 419.55 -99.89 161.35 4.89 -50.51 -29.17
5.66 419.56 -99.94 161.32 4.86 -50.51 -29.18
5.66 419.56 -99.99 161.29 4.83 -50.50 -29.19
5.66 419.57 -100.04 161.26 4.79 -50.49 -29.20
5.66 419.57 -100.09 161.23 4.76 -50.48 -29.22
5.66 419.58 -100.14 161.20 4.73 -50.48 -29.23
5.67 419.58 -100.19 161.17 4.70 -50.47 -29.24
5.67 419.59 -100.24 161.15 4.67 -50.46 -29.25
5.67 419.59 -100.29 161.12 4.64 -50.45 -29.26
5.67 419.60 -100.34 161.09 4.60 -50.45 -29.28
5.67 419.60 -100.39 161.06 4.57 -50.44 -29.29
5.67 419.60 -100.44 161.03 4.54 -50.43 -29.30
